Customer_ID,Customer_Name,Gender,Email,Phone,City,State,Signup_Date
CUST_2243,Nisha Chowdhury,Male,nisha.chowdhury99@gmail.com,9943832499,Chandigarh,Punjab,04-12-2024
CUST_2244,Aditya Gupta,Female,aditya.gupta56@gmail.com,7078299484,Visakhapatnam,Andhra Pradesh,07-05-2023
CUST_2245,Neha Kumar,Male,neha.kumar72@gmail.com,7824656109,Lucknow,Uttar Pradesh,26-04-2023
CUST_2246,Rahul Singh,Male,,9180510624,Jaipur,Rajasthan,30-01-2024
CUST_2247,ISHITA DESHMUKH,Male,ishita.deshmukh53@gmail.com,9654424863,Chandigarh,Punjab,03-09-2023
CUST_2248,  Meera Mehta   ,Male,,9975749275,Chennai,Tamil Nadu,30-01-2024
CUST_2249,Meera Kumar,Female,meera.kumar62@gmail.com,8564653966,Delhi,Delhi,13-12-2023
CUST_2250,Riya Joshi,Female,riya.joshi46@gmail.com,8928130835,Vadodara,Gujarat,30-04-2023
CUST_2251,Ishita Joshi,Female,ishita.joshi34@gmail.com,8579864786,Bhopal,Madhya Pradesh,14-12-2023
CUST_2252,rajesh agarwal,Female,rajesh.agarwal58@gmail.com,9159967706,Jaipur,Rajasthan,28-09-2023
CUST_2253,Simran Kumar,Male,simran.kumar27@gmail.com,8073755541,vadodara,Gujarat,27-01-2023
CUST_2254,Suresh Bhat,Female,,9215813850,Pimpri-Chinchwad,Maharashtra,03-11-2024
CUST_2255,Priya Reddy,Male,priya.reddy44@gmail.com,8929811245,Chennai,Tamil Nadu,04-08-2024
CUST_2256,Aditya Singh,Female,aditya.singh38@gmail.com,8937579867,Bengaluru,Karnataka,28-03-2024
CUST_2257,Kavya Sharma,Female,kavya.sharma60@gmail.com,9156104045,  Delhi   ,Delhi,07-11-2023
CUST_2258,sneha mehta,Male,sneha.mehta38@gmail.com,7121064491,Kanpur,Uttar Pradesh,13-06-2023
CUST_2259,Tanvi Patel,Female,tanvi.patel27@gmail.com,7164510880,Ahmedabad,Gujarat,27-05-2023
CUST_2260,Tanvi Bhat,Male,tanvi.bhat70@gmail.com,8926728578,Coimbatore,Tamil Nadu,11-12-2023
CUST_2261,AARAV GUPTA,Male,aarav.gupta37@gmail.com,7642181790,Pune,Maharashtra,10-08-2023
CUST_2262,Riya Mishra,Female,riya.mishra46@gmail.com,8020656932,Hyderabad,Telangana,06-04-2023
CUST_2263,Priya Verma,Male,priya.verma91@gmail.com,9674950925,Indore,Madhya Pradesh,23-08-2023
CUST_2264,Rohan Patel,Female,rohan.patel78@gmail.com,7070589193,Vadodara,Gujarat,20-11-2023
CUST_2265,Aditya Kulkarni,Male,aditya.kulkarni28@gmail.com,8251003569,Coimbatore,Tamil Nadu,08-08-2023
CUST_2266,AARAV MISHRA,Female,aarav.mishra83@gmail.com,8789144132,Surat,Gujarat,06-04-2023
CUST_2267,Divya Gupta,Female,divya.gupta77@gmail.com,9336814139,Bengaluru,Karnataka,17-09-2023
CUST_2268,Nisha Deshmukh,Male,nisha.deshmukh70@gmail.com,7186978846,Nagpur,Maharashtra,22-11-2023
CUST_2269,Siddharth Das,Female,siddharth.das12@gmail.com,8533706407,Guwahati,Assam,02-08-2024
CUST_2270,Rohan Das,Male,rohan.das94@gmail.com,9698343021,Guwahati,Assam,23-02-2023
CUST_2271,Gaurav Kulkarni,Female,,8513112781,Ahmedabad,Gujarat,10-07-2023
CUST_2272,Karan Kumar,Female,karan.kumar71@gmail.com,9713284725,Coimbatore,Tamil Nadu,04-04-2023
CUST_2273,Nisha Singh,Male,,7158844088,Coimbatore,Tamil Nadu,31-05-2023
CUST_2274,VIKRAM VERMA,Male,vikram.verma50@gmail.com,8331765692,Delhi,Delhi,21-09-2023
CUST_2275,Siddharth Pillai,Female,siddharth.pillai14@gmail.com,9778416420,Pune,Maharashtra,04-08-2023
CUST_2276,Neha Das,Male,,8173456318,Kochi,Kerala,03-05-2023
CUST_2277,Nisha Das,Female,nisha.das66@gmail.com,8660626556,Nagpur,Maharashtra,23-06-2023
CUST_2278,Pooja Bhat,Female,pooja.bhat76@gmail.com,8145556560,Kanpur,Uttar Pradesh,15-02-2024
CUST_2279,Rohan Shah,Male,rohan.shah87@gmail.com,7775054604,Indore,Madhya Pradesh,10-07-2023
CUST_2280,Neha Chowdhury,Male,neha.chowdhury51@gmail.com,9838626361,Bengaluru,Karnataka,06-01-2023
CUST_2281,Neha Agarwal,Female,neha.agarwal98@gmail.com,8906571895,Chennai,Tamil Nadu,29-06-2023
CUST_2282,Arjun Verma,Female,arjun.verma65@gmail.com,8179206203,vadodara,Gujarat,24-11-2023
CUST_2283,Nisha Verma,Male,nisha.verma91@gmail.com,8744659561,Chandigarh,Punjab,07-06-2023
CUST_2284,aditya kumar,Male,aditya.kumar87@gmail.com,9912369420,Ahmedabad,Gujarat,02-05-2024
CUST_2285,Arjun Verma,Male,arjun.verma40@gmail.com,9770953380,Bengaluru,Karnataka,07-07-2023
CUST_2286,  Kavya Mehta   ,Male,kavya.mehta29@gmail.com,9916549230,Vadodara,Gujarat,19-08-2023
CUST_2287,Kavya Das,Female,kavya.das83@gmail.com,7591395879,Bengaluru,Karnataka,29-09-2023
CUST_2288,KAVYA MEHTA,Female,kavya.mehta45@gmail.com,8072073793,Kochi,Kerala,05-06-2024
CUST_2289,Priya Sharma,Male,priya.sharma76@gmail.com,8662098031,Bhopal,Madhya Pradesh,04-12-2024
CUST_2290,Ishita Patel,Female,ishita.patel67@gmail.com,7921572837,Pune,Maharashtra,11-10-2023
CUST_2291,NEHA BHAT,Male,neha.bhat27@gmail.com,7318051007,Hyderabad,Telangana,20-08-2023
CUST_2292,Pooja Agarwal,Male,pooja.agarwal50@gmail.com,9868349964,Chandigarh,Punjab,27-06-2023
CUST_2293,Varun Gupta,Female,varun.gupta30@gmail.com,9738900653,Jaipur,Rajasthan,31-03-2023
CUST_2294,Nisha Das,Male,,7596471529,Hyderabad,Telangana,02-05-2023
CUST_2295,nisha bhat,Male,nisha.bhat80@gmail.com,9457912655,Kanpur,Uttar Pradesh,07-08-2023
CUST_2296,Arjun Pillai,Male,arjun.pillai21@gmail.com,7282385886,Vadodara,Gujarat,06-08-2023
CUST_2297,SIDDHARTH BHAT,Female,siddharth.bhat83@gmail.com,7316756811,Indore,Madhya Pradesh,03-06-2023
CUST_2298,Karan Gupta,Female,karan.gupta97@gmail.com,9222044245,Thane,Maharashtra,26-06-2023
CUST_2299,rahul pillai,Male,rahul.pillai65@gmail.com,9159783415,AHMEDABAD,Gujarat,04-11-2024
CUST_2300,Shreya Verma,Male,shreya.verma29@gmail.com,8306204891,Visakhapatnam,Andhra Pradesh,26-03-2023
